QTY,INVOICENUMBER,ITEM_DESCRIPTION,MENUDESC
1,1278264,MIXED BAKLAVA EXTRA,TAKE AWAY
1.5,1278469,MIXED BAKLAVA EXTRA,DELIVERY
12,1278469,COTTON CANDY/PC,DELIVERY
5,1278469,EMPTY KAAK FREE,DELIVERY
1,1278469,Kashta Aside,DELIVERY
1,1278469,Kashta Aside,DELIVERY
1,1278469,Kashta Aside,DELIVERY
1,1278469,MAFROUKEH,DELIVERY
1,1278469,MAFROUKEH,DELIVERY
0.5,1278469,MAFROUKEH,DELIVERY
0.5,1278469,JAZARIYEH MAALOUFEH,DELIVERY
1,1278469,KNEFEH KASHTA,DELIVERY
1,1278394,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278394,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278394,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278420,MIXED BAKLAVA EXTRA,DELIVERY
1,1278420,MIXED BAKLAVA EXTRA,DELIVERY
1,1278421,MIXED BAKLAVA EXTRA,DELIVERY
1,1278421,MIXED BAKLAVA EXTRA,DELIVERY
1,1278421,MAAMOUL DATE MINI,DELIVERY
1,1278421,COTTON CANDY/ PKT LARGE,DELIVERY
1,1278421,COTTON CANDY/ PKT LARGE,DELIVERY
1,1278421,Mixed Baklava /PKT,DELIVERY
2,1278425,MIXED BAKLAVA EXTRA,DELIVERY
2,1278425,MIXED BAKLAVA EXTRA,DELIVERY
3,1278425,KAAK KNEFEH CHEESE,DELIVERY
1,1278425,LAHM B AJIN DOZEN,DELIVERY
1,1278425,MAAMOUL PISTACHIO MINI,DELIVERY
1,1278427,MIXED BAKLAVA EXTRA,DELIVERY
1,1278431,MIXED BAKLAVA EXTRA,TAKE AWAY
3,1278431,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278436,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278436,TIN PACKAGE 1 KG,TAKE AWAY
0.5,1278436,MIXED BAKLAVA SUGAR FREE,TAKE AWAY
0.07,1278436,MAFROUKEH PISTACHIO,TAKE AWAY
1,1278436,TIN PACKAGE 0.5 KG,TAKE AWAY
1,1278436,MIX BAKLAVA/SMALL /TIN,TAKE AWAY
0.7,1278436,MAAMOUL MAD MIXED,TAKE AWAY
0.5,1278437,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278440,MIXED BAKLAVA EXTRA,DELIVERY
1,1278448,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278448,MIXED BAKLAVA REGULAR,TAKE AWAY
2,1278466,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278383,MIXED BAKLAVA EXTRA,DELIVERY
1,1278383,MIXED BAKLAVA EXTRA,DELIVERY
1,1278639,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278530,MIXED BAKLAVA EXTRA,E-Sales WEB
1,1278530,DEL 5.0$,E-Sales WEB
1,1278530,SHINING STAR,E-Sales WEB
1,1278532,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278646,MIXED BAKLAVA EXTRA,TABLES
1,1278646,MCHAKAL KASHTA/PLT,TABLES
1,1278646,MCHAKAL KASHTA/PLT,TABLES
1,1278646,KNEFEH KASHTA/PLT,TABLES
1,1278646,MAFROUKEH/PLT,TABLES
1,1278646,LAHM B AAJIN/PLT,TABLES
1,1278646,LAHM B AAJIN/PLT,TABLES
1,1278651,MIXED BAKLAVA EXTRA,DELIVERY
1,1278651,MIXED BAKLAVA EXTRA,DELIVERY
1.93,1278433,MIXED BAKLAVA EXTRA,E-Sales WEB
1,1278433,DEL 5.0$,E-Sales WEB
1,1278433,MAMAN CHOCO,E-Sales WEB
1,1278552,MIXED BAKLAVA EXTRA,DELIVERY
9,1278486,MIXED BAKLAVA EXTRA,DELIVERY
2,1278486,MAFROUKEH/PLT,DELIVERY
2,1278486,LEBANESE COFFEE,DELIVERY
11,1278486,Maamoul Date/PC,DELIVERY
20,1278486,MAAMOUL PISTACHIO/PC,DELIVERY
1,1278581,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278581,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278581,MIXED BAKLAVA EXTRA,TAKE AWAY
0.5,1278581,MIXED BAKLAVA SUGAR FREE,TAKE AWAY
1,1278581,MAAMOUL PISTACHIO MINI,TAKE AWAY
2,1278582,MIXED BAKLAVA EXTRA,DELIVERY
2,1278582,TIN PACKAGE 1 KG,DELIVERY
1,1278594,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278594,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278594,BAKLAVA CASHEW,TAKE AWAY
1,1278594,BAKLAVA CASHEW,TAKE AWAY
1,1278598,MIXED BAKLAVA EXTRA,DELIVERY
1,1278598,MIXED BAKLAVA EXTRA,DELIVERY
1,1278598,MIXED BAKLAVA EXTRA,DELIVERY
6,1278598,LAHM B AAJIN SQUARE/PC,DELIVERY
1,1278598,W/ VEGETABLES BIG,DELIVERY
1.5,1278514,MIXED BAKLAVA EXTRA,Call Center
1,1278514,MIXED BAKLAVA EXTRA,Call Center
0.5,1278514,JAZARIYEH MAALOUFEH,Call Center
1,1278514,DEL 3.5$,Call Center
0.5,1278514,NAMMOURA SIYAMI,Call Center
1,1278521,MIXED BAKLAVA EXTRA,TAKE AWAY
1.5,1278521,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278524,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278524,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278524,KAAK KNEFEH CHEESE,TAKE AWAY
1,1278618,MIXED BAKLAVA EXTRA,TAKE AWAY
2,1278618,CHOCOLATE LOLLIPOP,TAKE AWAY
1,1278622,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278633,MIXED BAKLAVA EXTRA,DELIVERY
1,1278633,MIXED BAKLAVA EXTRA,DELIVERY
1,1278633,MIXED BAKLAVA EXTRA,DELIVERY
0.5,1278633,MAFROUKEH PISTACHIO,DELIVERY
1,1278633,LAHM B AJIN DOZEN,DELIVERY
1,1278633,LAHM B AJIN DOZEN,DELIVERY
1,1278633,LAHM B AJIN DOZEN,DELIVERY
1,1278633,BASMA PIST,DELIVERY
1,1278633,BASMA PIST,DELIVERY
2,1278635,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278635,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278746,MIXED BAKLAVA EXTRA,DELIVERY
1,1278747,MIXED BAKLAVA EXTRA,DELIVERY
1,1278747,MIXED BAKLAVA EXTRA,DELIVERY
2,1278755,MIXED BAKLAVA EXTRA,TAKE AWAY
1.5,1278758,MIXED BAKLAVA EXTRA,TAKE AWAY
0.27,1278758,MAFROUKEH PISTACHIO,TAKE AWAY
0.93,1278761,MIXED BAKLAVA EXTRA,DELIVERY
1.5,1278774,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278776,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278664,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278664,Kashta Aside,TAKE AWAY
1,1278664,MAFROUKEH,TAKE AWAY
15,1278664,EMPTY ARABIC KAAK,TAKE AWAY
1,1278665,MIXED BAKLAVA EXTRA,TAKE AWAY
15,1278665,EMPTY ARABIC KAAK,TAKE AWAY
1,1278679,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278335,MIXED BAKLAVA EXTRA,E-Sales WEB
2,1278335,DATES SULTANI LARGE/PKT,E-Sales WEB
1,1278335,DEL 3.5$,E-Sales WEB
1,1278684,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278706,MIXED BAKLAVA EXTRA,DELIVERY
1,1278721,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278721,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278729,MIXED BAKLAVA EXTRA,DELIVERY
1,1278729,MIXED BAKLAVA EXTRA,DELIVERY
1,1278729,MIXED BAKLAVA EXTRA,DELIVERY
0.5,1278729,MIXED BAKLAVA EXTRA,DELIVERY
1,1278739,MIXED BAKLAVA EXTRA,DELIVERY
1,1278739,TIN PACKAGE 1 KG,DELIVERY
1,1278739,ASABEH,DELIVERY
1,1278785,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278785,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278785,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278794,MIXED BAKLAVA EXTRA,TABLES
1,1278794,COTTON CANDY/PC,TABLES
1,1278794,JAZARIYEH MAALOUFEH,TABLES
1,1278794,COTTON CANDY/ PKT LARGE,TABLES
1,1278794,COTTON CANDY/ PKT LARGE,TABLES
1,1278794,MAAMOUL PISTACHIO MINI,TABLES
1,1278794,MAAMOUL PISTACHIO MINI,TABLES
5,1278799,MIXED BAKLAVA EXTRA,TAKE AWAY
3,1278799,EMPTY KAAK FREE,TAKE AWAY
0.6,1278799,MAFROUKEH PISTACHIO,TAKE AWAY
0.6,1278799,KNEFEH KASHTA,TAKE AWAY
0.5,1278799,WARD EL SHAM,TAKE AWAY
1,1278802,MIXED BAKLAVA EXTRA,DELIVERY
1,1278802,MIXED BAKLAVA EXTRA,DELIVERY
3,1278803,MIXED BAKLAVA EXTRA,TAKE AWAY
2,1278803,MAAMOUL MAD KASHTA,TAKE AWAY
4,1278812,MIXED BAKLAVA EXTRA,DELIVERY
1,1278812,Mixed Baklava /PKT,DELIVERY
4,1278813,MIXED BAKLAVA EXTRA,DELIVERY
1,1278813,Mixed Baklava /PKT,DELIVERY
1,1278816,MIXED BAKLAVA EXTRA,DELIVERY
1,1278816,MIXED BAKLAVA EXTRA,DELIVERY
1,1278816,MIXED BAKLAVA EXTRA,DELIVERY
2,1278816,CHOCOLATE LOLLIPOP,DELIVERY
1,1278816,MIXED BAKLAVA SUGAR FREE,DELIVERY
6,1278828,MIXED BAKLAVA EXTRA,DELIVERY
1,1278828,Kashta Aside,DELIVERY
1,1278828,Kashta Aside,DELIVERY
1,1278828,MAFROUKEH,DELIVERY
1,1278828,MAFROUKEH,DELIVERY
1,1278828,CHOCOLATE BAR DARK/50G,DELIVERY
1.5,1278882,MIXED BAKLAVA EXTRA,TAKE AWAY
1.5,1278882,MIXED BAKLAVA EXTRA,TAKE AWAY
10,1278893,MIXED BAKLAVA EXTRA,TAKE AWAY
10,1278893,TIN PACKAGE 1 KG,TAKE AWAY
1,1278894,MIXED BAKLAVA EXTRA,DELIVERY
1,1278894,MIXED BAKLAVA EXTRA,DELIVERY
1,1278896,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278896,BAKLAVA CASHEW,TAKE AWAY
1,1278947,MIXED BAKLAVA EXTRA,TAKE AWAY
2,1278947,MAAMOUL WALNUT MINI,TAKE AWAY
25,1278947,Maamoul Date/PC,TAKE AWAY
1,1278965,MIXED BAKLAVA EXTRA,DELIVERY
1,1278965,KATAYEF KASHTA/PKT,DELIVERY
1,1278965,KATAYEF KASHTA/PKT,DELIVERY
1,1278972,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1278972,MIXED BAKLAVA EXTRA,TAKE AWAY
2,1278998,MIXED BAKLAVA EXTRA,DELIVERY
8,1278999,MIXED BAKLAVA EXTRA,DELIVERY
1,1279000,MIXED BAKLAVA EXTRA,DELIVERY
1,1279000,MIXED BAKLAVA EXTRA,DELIVERY
1,1279000,MIXED BAKLAVA EXTRA,DELIVERY
1,1279001,MIXED BAKLAVA EXTRA,DELIVERY
1,1279001,MIXED BAKLAVA EXTRA,DELIVERY
1,1279001,MIXED BAKLAVA EXTRA,DELIVERY
1,1279002,MIXED BAKLAVA EXTRA,DELIVERY
1,1279005,MIXED BAKLAVA EXTRA,DELIVERY
1,1279012,MIXED BAKLAVA EXTRA,TAKE AWAY
8,1279018,MIXED BAKLAVA EXTRA,DELIVERY
1,1279027,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279027,MAFROUKEH PISTACHIO,TAKE AWAY
1,1279032,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279032,MIXED BAKLAVA EXTRA,TAKE AWAY
2,1279036,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279036,STRAW,TAKE AWAY
1,1279036,STRAW LARGE,TAKE AWAY
1,1279036,MIXED BAKLAVA DOME,TAKE AWAY
1.5,1279044,MIXED BAKLAVA EXTRA,TAKE AWAY
2,1279045,MIXED BAKLAVA EXTRA,DELIVERY
10,1279045,KAAK KNEFEH CHEESE,DELIVERY
2,1279045,BAKLAVA CASHEW,DELIVERY
2,1279045,MAAMOUL WALNUT MINI,DELIVERY
2,1279045,MAAMOUL DATE MINI,DELIVERY
1.5,1279054,MIXED BAKLAVA EXTRA,DELIVERY
1.5,1279054,MIXED BAKLAVA EXTRA,DELIVERY
1.5,1279054,MIXED BAKLAVA EXTRA,DELIVERY
5,1279054,COTTON CANDY/ PKT SMALL,DELIVERY
1,1279054,MAAMOUL WALNUT MINI,DELIVERY
1,1279054,MAAMOUL WALNUT MINI,DELIVERY
1,1279054,MAAMOUL DATE MINI,DELIVERY
1,1279054,MAAMOUL DATE MINI,DELIVERY
1,1279054,MAAMOUL DATE MINI,DELIVERY
1,1279054,MAAMOUL PISTACHIO MINI,DELIVERY
1,1279054,MAAMOUL PISTACHIO MINI,DELIVERY
1,1279048,MIXED BAKLAVA EXTRA,DELIVERY
2.5,1279048,EMPTY KAAK FREE,DELIVERY
0.5,1279048,KNEFEH KASHTA,DELIVERY
1,1279051,MIXED BAKLAVA EXTRA,DELIVERY
1,1279051,MIXED BAKLAVA EXTRA,DELIVERY
1,1279052,MIXED BAKLAVA EXTRA,DELIVERY
1,1279052,MIXED BAKLAVA EXTRA,DELIVERY
2,1279052,KAAK KNEFEH CHEESE,DELIVERY
1,1279052,MAAMOUL WALNUT MINI,DELIVERY
1,1279052,MAAMOUL WALNUT MINI,DELIVERY
1,1279052,Sugar Syrup Aside,DELIVERY
1,1279057,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279057,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279057,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279057,TIN PACKAGE 1 KG,TAKE AWAY
1,1279057,TIN PACKAGE 1 KG,TAKE AWAY
1,1279057,TIN PACKAGE 1 KG,TAKE AWAY
1,1279155,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279161,MIXED BAKLAVA EXTRA,DELIVERY
1,1279161,MIXED BAKLAVA EXTRA,DELIVERY
1,1279161,Kashta Aside,DELIVERY
1,1279161,MAFROUKEH,DELIVERY
5,1279163,MIXED BAKLAVA EXTRA,DELIVERY
6,1279163,KAAK KNEFEH CHEESE,DELIVERY
1,1279163,Kashta Aside,DELIVERY
1,1279163,MAFROUKEH,DELIVERY
1,1279066,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279066,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279066,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279066,MIXED BAKLAVA EXTRA,TAKE AWAY
2,1279071,MIXED BAKLAVA EXTRA,TAKE AWAY
0.5,1279071,KARBOUJ MAD PISTACHIO,TAKE AWAY
1,1279073,MIXED BAKLAVA EXTRA,DELIVERY
0.5,1279073,BAKLAVA CASHEW,DELIVERY
0.5,1279073,ASABEH,DELIVERY
6,1279073,ZNOUD EL SET/PC,DELIVERY
2,1279096,MIXED BAKLAVA EXTRA,DELIVERY
2,1279096,MIXED BAKLAVA EXTRA,DELIVERY
1,1279096,MIXED BAKLAVA EXTRA,DELIVERY
1,1279096,MIXED BAKLAVA EXTRA,DELIVERY
1,1279096,MIXED BAKLAVA/PLT,DELIVERY
1,1279185,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279185,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279185,TIN PACKAGE 1 KG,TAKE AWAY
1,1279185,TIN PACKAGE 1 KG,TAKE AWAY
1,1279186,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279186,TIN PACKAGE 1 KG,TAKE AWAY
1,1279191,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279191,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279191,TIN PACKAGE 1 KG,TAKE AWAY
1,1279191,TIN PACKAGE 1 KG,TAKE AWAY
1.5,1279193,MIXED BAKLAVA EXTRA,DELIVERY
1,1279193,COTTON CANDY/PC,DELIVERY
1,1279193,DATES SULTANI LARGE/PKT,DELIVERY
1,1279193,MAAMOUL PISTACHIO MINI,DELIVERY
1,1279193,CHOCOLATE BAR ALMOND MILK/50G,DELIVERY
1,1279194,MIXED BAKLAVA EXTRA,DELIVERY
1,1279194,MIXED BAKLAVA EXTRA,DELIVERY
1,1279194,MIXED BAKLAVA EXTRA,DELIVERY
1.11,1279194,BAKLAVA CASHEW,DELIVERY
1,1279194,MAAMOUL DATE MINI,DELIVERY
0.7777,1279194,KOL W SHKOR,DELIVERY
1,1279196,MIXED BAKLAVA EXTRA,DELIVERY
1.5,1279202,MIXED BAKLAVA EXTRA,TAKE AWAY
6,1279202,COTTON CANDY/PC,TAKE AWAY
1,1279267,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279267,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279272,MIXED BAKLAVA EXTRA,TAKE AWAY
0.5,1279272,HALEWET EL JEBEN LAF,TAKE AWAY
1,1279272,MAFROUKEH PISTACHIO,TAKE AWAY
1,1279272,MAFROUKEH PISTACHIO,TAKE AWAY
0.5,1279272,MAAMOUL MAD KASHTA,TAKE AWAY
1,1279287,MIXED BAKLAVA EXTRA,DELIVERY
1,1279287,MIXED BAKLAVA EXTRA,DELIVERY
0.35,1279287,MAAMOUL MAD KASHTA,DELIVERY
1.35,1279288,MIXED BAKLAVA EXTRA,DELIVERY
1,1279289,MIXED BAKLAVA EXTRA,DELIVERY
1,1279289,MIXED BAKLAVA EXTRA,DELIVERY
0.5,1279289,MIXED BAKLAVA EXTRA,DELIVERY
1,1279290,MIXED BAKLAVA EXTRA,DELIVERY
1,1279290,MIXED BAKLAVA EXTRA,DELIVERY
1,1279291,MIXED BAKLAVA EXTRA,DELIVERY
1,1279291,MIXED BAKLAVA EXTRA,DELIVERY
1.5,1279293,MIXED BAKLAVA EXTRA,DELIVERY
1.5,1279293,MIXED BAKLAVA EXTRA,DELIVERY
1.5,1279293,MIXED BAKLAVA EXTRA,DELIVERY
1.5,1279293,MIXED BAKLAVA EXTRA,DELIVERY
2,1279293,COTTON CANDY/ PKT SMALL,DELIVERY
0.5,1279293,MAFROUKEH PISTACHIO,DELIVERY
0.5,1279293,MAFROUKEH PISTACHIO,DELIVERY
1,1279294,MIXED BAKLAVA EXTRA,DELIVERY
1,1279294,MIXED BAKLAVA EXTRA,DELIVERY
1,1279295,MIXED BAKLAVA EXTRA,DELIVERY
4,1279296,MIXED BAKLAVA EXTRA,DELIVERY
1,1279297,MIXED BAKLAVA EXTRA,DELIVERY
1,1279297,MIXED BAKLAVA EXTRA,DELIVERY
1,1279298,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279298,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279354,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279354,KARBOUJ MAD PISTACHIO,TAKE AWAY
1,1279354,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,TAKE AWAY
1.2,1279357,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279357,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279375,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279385,MIXED BAKLAVA EXTRA,DELIVERY
1,1279385,MIXED BAKLAVA EXTRA,DELIVERY
1,1279385,MIXED BAKLAVA EXTRA,DELIVERY
1,1279385,MIXED BAKLAVA EXTRA,DELIVERY
1,1279385,MIXED BAKLAVA EXTRA,DELIVERY
6,1279385,MAAMOUL PISTACHIO/PC,DELIVERY
6,1279385,MAAMOUL WALNUT/PC,DELIVERY
2,1279394,MIXED BAKLAVA EXTRA,DELIVERY
2,1279394,MIXED BAKLAVA EXTRA,DELIVERY
2,1279394,MIXED BAKLAVA EXTRA,DELIVERY
2,1279394,MIXED BAKLAVA EXTRA,DELIVERY
1,1279394,MAAMOUL WALNUT MINI,DELIVERY
1,1279394,MAAMOUL WALNUT MINI,DELIVERY
1,1279394,MAAMOUL DATE MINI,DELIVERY
1,1279394,MAAMOUL DATE MINI,DELIVERY
1,1279394,MAAMOUL DATE MINI,DELIVERY
1,1279394,MAAMOUL DATE MINI,DELIVERY
1,1279394,MAAMOUL PISTACHIO MINI,DELIVERY
1,1279394,MAAMOUL PISTACHIO MINI,DELIVERY
12,1279394,Maamoul Date/PC,DELIVERY
12,1279394,Maamoul Date/PC,DELIVERY
12,1279394,Maamoul Date/PC,DELIVERY
6,1279405,MIXED BAKLAVA EXTRA,DELIVERY
1,1279406,MIXED BAKLAVA EXTRA,DELIVERY
1,1279406,MIXED BAKLAVA EXTRA,DELIVERY
1,1279406,Kashta Aside,DELIVERY
1,1279406,Kashta Aside,DELIVERY
1,1279406,Kashta Aside,DELIVERY
1,1279406,MAFROUKEH,DELIVERY
1,1279406,MAFROUKEH,DELIVERY
1,1279406,MAFROUKEH,DELIVERY
1,1279406,BAKLAVA CASHEW,DELIVERY
1,1279406,BAKLAVA CASHEW,DELIVERY
1,1279411,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279411,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279411,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279411,MIXED BAKLAVA EXTRA,TAKE AWAY
6,1279411,KAAK KNEFEH CHEESE,TAKE AWAY
1,1279411,Sugar Syrup Aside,TAKE AWAY
0.5,1279435,MIXED BAKLAVA EXTRA,DELIVERY
0.5,1279435,MIXED BAKLAVA EXTRA,DELIVERY
2,1279435,COTTON CANDY/PC,DELIVERY
1,1279435,COTTON CANDY/ PKT LARGE,DELIVERY
2,1279338,MIXED BAKLAVA EXTRA,DELIVERY
1,1279338,Kashta Aside,DELIVERY
1,1279338,Kashta Aside,DELIVERY
1,1279338,COTTON CANDY/ PKT SMALL,DELIVERY
1,1279338,COTTON CANDY/ PKT SMALL,DELIVERY
2,1279338,BAKLAVA CASHEW,DELIVERY
1,1279338,HALEWET EL JEBEN,DELIVERY
1,1279338,HALEWET EL JEBEN,DELIVERY
1,1279338,WARD EL SHAM,DELIVERY
1,1279338,WARD EL SHAM,DELIVERY
1,1279338,FLOWER WATER/BTL,DELIVERY
1,1279338,ROSE WATER/BTL,DELIVERY
1,1279338,POMEGRENATE MOLLASSES/500ML,DELIVERY
2,1279344,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279344,TIN PACKAGE 2 KG,TAKE AWAY
1,1279464,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279521,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279541,MIXED BAKLAVA EXTRA,DELIVERY
1,1279541,TIN PACKAGE 1 KG,DELIVERY
1,1279541,MAAMOUL MINI MIXED,DELIVERY
1,1279472,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279481,MIXED BAKLAVA EXTRA,TAKE AWAY
2,1279488,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279488,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279488,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279562,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279562,CHOCOLATE LOLLIPOP,TAKE AWAY
1,1279562,MAFROUKEH ALMOND + PISTACHIO/PLT,TAKE AWAY
0.2,1279562,BELLAWRIYEH,TAKE AWAY
1,1279509,MIXED BAKLAVA EXTRA,DELIVERY
1,1279509,MIXED BAKLAVA EXTRA,DELIVERY
6,1279509,COTTON CANDY/PC,DELIVERY
1,1279647,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279648,MIXED BAKLAVA EXTRA,DELIVERY
2,1279648,LAHM B AAJIN SQUARE/PC,DELIVERY
1,1279668,MIXED BAKLAVA EXTRA,DELIVERY
1,1279668,MIXED BAKLAVA EXTRA,DELIVERY
1,1279668,MIXED BAKLAVA EXTRA,DELIVERY
1,1279668,MIXED BAKLAVA EXTRA,DELIVERY
2,1279669,MIXED BAKLAVA EXTRA,DELIVERY
1.5,1279580,MIXED BAKLAVA EXTRA,TAKE AWAY
1.5,1279580,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279580,STRAW,TAKE AWAY
1,1279580,STRAW,TAKE AWAY
1,1279580,STRAW MEDIUM,TAKE AWAY
1,1279580,STRAW MEDIUM,TAKE AWAY
2,1279594,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279594,STRAW,TAKE AWAY
1,1279594,BAKLAVA CASHEW,TAKE AWAY
1,1279594,STRAW LARGE,TAKE AWAY
0.5,1279594,KARBOUJ MAD WALNUT,TAKE AWAY
1,1279596,MIXED BAKLAVA EXTRA,TAKE AWAY
4.5,1279503,MIXED BAKLAVA EXTRA,DELIVERY
0.5,1279503,MAAMOUL DATE MINI,DELIVERY
0.5,1279503,KARBOUJ MAD WALNUT,DELIVERY
1,1279607,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279607,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279607,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279607,CHOCOLATE LOLLIPOP,TAKE AWAY
1,1279607,CROISSANT CHEESE AU BEURRE,TAKE AWAY
2,1279607,MAAMOUL WALNUT/PC,TAKE AWAY
1,1279607,PETIT FOUR EXTRA SMALL/PKT,TAKE AWAY
1,1279614,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279616,MIXED BAKLAVA EXTRA,DELIVERY
1,1279616,COTTON CANDY/PC,DELIVERY
1,1279616,TIN PACKAGE 1 KG,DELIVERY
1,1279616,Kashta Aside,DELIVERY
4,1279616,LAHM B AAJIN SQUARE/PC,DELIVERY
2,1279616,LAHM B AAJIN SQUARE/PC,DELIVERY
0.5,1279616,MAFROUKEH,DELIVERY
0.7,1279616,BAKLAVA CASHEW,DELIVERY
0.5,1279616,MAFROUKEH PISTACHIO,DELIVERY
1,1279616,TIN PACKAGE 0.5 KG,DELIVERY
1,1279615,MIXED BAKLAVA EXTRA,DELIVERY
1,1279615,MIXED BAKLAVA EXTRA,DELIVERY
1,1279615,MIXED BAKLAVA EXTRA,DELIVERY
1,1279615,MIXED BAKLAVA EXTRA,DELIVERY
1,1279615,MIXED BAKLAVA EXTRA,DELIVERY
1,1279615,MIXED BAKLAVA EXTRA,DELIVERY
8,1279615,MAAMOUL KASHTA PISTACHIO,DELIVERY
1,1279615,KOL W SHKOR,DELIVERY
2,1279615,MAAMOUL KASHTA RASPBERRY,DELIVERY
2,1279615,MAAMOUL KASHTA CHOCOLATE,DELIVERY
2,1279615,MAAMOUL KASHTA CARAMEL,DELIVERY
1,1279630,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279630,KATAYEF KASHTA/PKT,TAKE AWAY
1,1279630,MHALABIYEH N:1,TAKE AWAY
1,1279634,MIXED BAKLAVA EXTRA,TAKE AWAY
2,1279691,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279691,Kashta Aside,TAKE AWAY
0.5,1279691,MAFROUKEH,TAKE AWAY
4,1279700,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279700,Mixed Baklava /PKT,TAKE AWAY
1,1279724,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279755,MIXED BAKLAVA EXTRA,TAKE AWAY
0.5,1279757,MIXED BAKLAVA EXTRA,TAKE AWAY
0.5,1279757,MAAMOUL MAD WALNUT,TAKE AWAY
0.5,1279760,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1279767,MIXED BAKLAVA EXTRA,DELIVERY
1,1279767,MIXED BAKLAVA EXTRA,DELIVERY
